Major Occupation Group ID,Major Occupation Group,Minor Occupation Group ID,Minor Occupation Group,Broad Occupation ID,Broad Occupation,Detailed Occupation ID,Detailed Occupation,Year,Average Wage,Average Wage Appx MOE,Record Count,Total Population
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,31113X,Orderlies and psychiatric aides,2022,31643.25939849624,31866.81194914336,11.0,266.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,31113X,Orderlies and psychiatric aides,2023,26995.273764258556,22130.72265147924,14.0,263.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,312010,Occupational therapy assistants & aides,2014,32910.444444444445,16202.651281186876,6.0,180.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,312010,Occupational therapy assistants & aides,2015,32726.398907103827,16407.090153273413,6.0,183.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,312010,Occupational therapy assistants & aides,2016,30696.08695652174,11955.121812293155,5.0,138.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,312010,Occupational therapy assistants & aides,2017,31404.5,12215.31976377043,5.0,138.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,312010,Occupational therapy assistants & aides,2018,36013.40909090909,18627.90177299292,3.0,66.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,312010,Occupational therapy assistants & aides,2019,25652.025423728814,24155.682062013402,6.0,118.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,312010,Occupational therapy assistants & aides,2020,24567.936,25030.352575659454,7.0,125.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,312010,Occupational therapy assistants & aides,2021,22124.571428571428,29198.71902913862,6.0,91.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,312010,Occupational therapy assistants & aides,2022,25993.34259259259,32531.485869656117,8.0,108.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,312010,Occupational therapy assistants & aides,2023,27224.466101694914,30433.12090509415,9.0,118.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,312020,Physical therapist assistants & aides,2014,36027.14798206278,30257.452661146905,15.0,223.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,312020,Physical therapist assistants & aides,2015,41137.63829787234,30926.17769966508,12.0,188.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,312020,Physical therapist assistants & aides,2016,45269.010204081635,30634.37898310705,11.0,196.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,312020,Physical therapist assistants & aides,2017,41941.611940298506,20917.191562783017,11.0,201.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,312020,Physical therapist assistants & aides,2018,36787.496268656716,22761.412367647525,10.0,268.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,312020,Physical therapist assistants & aides,2019,35036.17109144543,20799.94898537075,14.0,339.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,312020,Physical therapist assistants & aides,2020,35202.73521126761,19606.530001167586,15.0,355.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,312020,Physical therapist assistants & aides,2021,35612.708108108105,17429.141428771338,17.0,370.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,312020,Physical therapist assistants & aides,2022,38147.7106017192,19795.144819940844,18.0,349.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,312020,Physical therapist assistants & aides,2023,41541.664615384616,21809.660667010226,19.0,325.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319011,Massage therapists,2014,19546.39192139738,9280.189309732052,25.0,916.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319011,Massage therapists,2015,20054.640605296343,12010.024063758352,25.0,793.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319011,Massage therapists,2016,24060.957924263676,12097.602633456383,23.0,713.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319011,Massage therapists,2017,23958.546075085324,15556.484935100145,24.0,586.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319011,Massage therapists,2018,24812.253184713376,15849.185770988317,26.0,628.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319011,Massage therapists,2019,22945.152749490833,18190.157536636856,22.0,491.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319011,Massage therapists,2020,21085.553846153845,18184.067229769928,18.0,390.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319011,Massage therapists,2021,21318.812121212122,21829.273643614088,17.0,330.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319011,Massage therapists,2022,24433.651731160895,18047.35433147907,21.0,491.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319011,Massage therapists,2023,22259.42156862745,17770.457504250448,20.0,408.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319091,Dental assistants,2014,22959.171036204745,8159.4596616455765,36.0,801.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319091,Dental assistants,2015,25624.684153005466,9154.697516323582,38.0,915.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319091,Dental assistants,2016,28016.24239130435,9248.456044035558,37.0,920.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319091,Dental assistants,2017,30414.983356449375,12311.566413401131,32.0,721.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319091,Dental assistants,2018,33095.21972534332,11156.795362315002,37.0,801.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319091,Dental assistants,2019,33005.273092369476,12198.30354988432,32.0,747.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319091,Dental assistants,2020,31742.356790123456,11387.830794151749,29.0,810.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319091,Dental assistants,2021,35079.48623853211,9850.551647855144,29.0,872.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319091,Dental assistants,2022,34854.34220532319,14408.978112834891,36.0,1052.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319091,Dental assistants,2023,34380.97510729614,14582.539935448878,38.0,1165.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319092,Medical assistants,2014,27978.1875,9909.375560793253,134.0,2960.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319092,Medical assistants,2015,28153.00502008032,10191.151394296865,126.0,2988.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319092,Medical assistants,2016,29519.186809719155,9876.578982340649,130.0,3169.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319092,Medical assistants,2017,28345.816730523627,4591.4710708712955,125.0,3132.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319092,Medical assistants,2018,28703.30325732899,4762.1874928033385,119.0,3070.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319092,Medical assistants,2019,29996.340547422024,5137.858596532248,119.0,3142.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319092,Medical assistants,2020,30310.996890547263,5104.4154591560755,133.0,3216.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319092,Medical assistants,2021,32024.220019821605,5161.460341173312,131.0,3027.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319092,Medical assistants,2022,35029.86907216495,5668.027432880863,137.0,2910.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319092,Medical assistants,2023,38835.72742146597,5279.402029206325,144.0,3056.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319094,Medical transcriptionists,2014,22221.433198380568,13326.861499697237,23.0,494.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319094,Medical transcriptionists,2015,26659.630530973453,12675.271147169966,21.0,452.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319094,Medical transcriptionists,2016,32378.285714285714,17615.026007644254,15.0,266.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319094,Medical transcriptionists,2017,34578.87654320987,19532.54130623652,14.0,243.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319094,Medical transcriptionists,2018,36140.319502074686,19701.37015254342,15.0,241.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319094,Medical transcriptionists,2019,34603.60396039604,20964.279467314067,12.0,202.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319094,Medical transcriptionists,2020,34429.81294964029,25284.698732462963,10.0,139.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319094,Medical transcriptionists,2021,33677.22522522522,31836.44168590086,10.0,111.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319094,Medical transcriptionists,2022,44558.80442804428,17207.015201023318,10.0,271.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319094,Medical transcriptionists,2023,49046.7089201878,13823.559546110588,5.0,213.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319095,Pharmacy aides,2014,21058.53086419753,25413.598418724923,4.0,81.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319095,Pharmacy aides,2015,29356.666666666668,56790.52312023714,3.0,81.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319095,Pharmacy aides,2016,28697.068965517243,54489.28779436687,3.0,87.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319095,Pharmacy aides,2017,43352.11363636364,80771.36147843115,2.0,44.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319095,Pharmacy aides,2018,36043.217948717946,50845.072356640936,3.0,78.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319095,Pharmacy aides,2019,37526.75,53418.9611460944,3.0,76.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319095,Pharmacy aides,2020,25346.882352941175,13994.400792799108,2.0,51.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319095,Pharmacy aides,2021,38547.76470588235,61350.060368628736,3.0,68.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319095,Pharmacy aides,2022,52227.28813559322,73542.77290460705,2.0,59.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319095,Pharmacy aides,2023,81142.91304347826,422.1581762018181,1.0,23.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319096,Veterinary assistants & laboratory animal caretakers,2014,24735.115,14919.063196189934,10.0,200.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319096,Veterinary assistants & laboratory animal caretakers,2015,25727.414096916298,14900.015596769845,11.0,227.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319096,Veterinary assistants & laboratory animal caretakers,2016,24704.59217877095,19416.122483432595,10.0,179.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319096,Veterinary assistants & laboratory animal caretakers,2017,21601.32596685083,11225.359364040249,13.0,362.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319096,Veterinary assistants & laboratory animal caretakers,2018,23568.711392405065,10885.731545048726,14.0,395.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319096,Veterinary assistants & laboratory animal caretakers,2019,22241.989247311827,8589.090443452264,14.0,372.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319096,Veterinary assistants & laboratory animal caretakers,2020,22539.25974025974,7846.824505311284,15.0,385.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319096,Veterinary assistants & laboratory animal caretakers,2021,24299.644171779142,8860.867094747162,12.0,326.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319096,Veterinary assistants & laboratory animal caretakers,2022,32254.984848484848,14046.093984081599,8.0,132.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319096,Veterinary assistants & laboratory animal caretakers,2023,23808.68181818182,13409.613064833795,8.0,220.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319097,Phlebotomists,2014,28010.304012345678,14671.758637607729,24.0,648.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319097,Phlebotomists,2015,21148.80091533181,11889.070076689046,20.0,437.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319097,Phlebotomists,2016,30507.193473193474,14510.388422052083,19.0,429.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319097,Phlebotomists,2017,38650.849315068495,13370.632014652212,16.0,438.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319097,Phlebotomists,2018,39399.20196078431,11799.603696857394,17.0,510.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319097,Phlebotomists,2019,35221.34012738853,10299.340705799134,25.0,785.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319097,Phlebotomists,2020,36027.7695262484,10551.210762471932,24.0,781.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319097,Phlebotomists,2021,34268.00578034682,9085.53814489592,24.0,865.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319097,Phlebotomists,2022,32500.18970189702,8231.740703895623,24.0,738.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319097,Phlebotomists,2023,31427.363636363636,9325.75939051865,20.0,627.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,31909X,"Healthcare support workers, all other, including medical equipment preparers",2014,19293.471698113208,11337.412951352042,36.0,795.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,31909X,"Healthcare support workers, all other, including medical equipment preparers",2015,21026.336842105262,13324.259927955733,45.0,950.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,31909X,"Healthcare support workers, all other, including medical equipment preparers",2016,19803.11097256858,13801.899955384271,39.0,802.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,31909X,"Healthcare support workers, all other, including medical equipment preparers",2017,22539.85257985258,14149.98766879835,42.0,814.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,31909X,"Healthcare support workers, all other, including medical equipment preparers",2018,29538.59144542773,17177.223581036575,32.0,678.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,31909X,"Healthcare support workers, all other, including medical equipment preparers",2019,30507.181380417336,18796.79402394793,30.0,623.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,31909X,"Healthcare support workers, all other, including medical equipment preparers",2020,29705.4672021419,13087.392811589572,29.0,747.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,31909X,"Healthcare support workers, all other, including medical equipment preparers",2021,31488.077519379844,14094.728510832998,34.0,774.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,31909X,"Healthcare support workers, all other, including medical equipment preparers",2022,35034.01933701657,15002.081740709837,30.0,724.0
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,31909X,"Healthcare support workers, all other, including medical equipment preparers",2023,33541.73371647509,13480.425399431588,39.0,1044.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,331011,Firstline supervisors of correctional officers,2014,57006.038043478264,39972.79591235383,12.0,184.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,331011,Firstline supervisors of correctional officers,2015,51971.71808510638,27513.61759695392,13.0,188.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,331011,Firstline supervisors of correctional officers,2016,57752.90131578947,28243.126143389385,9.0,152.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,331011,Firstline supervisors of correctional officers,2017,53378.77227722772,29133.907105322392,6.0,101.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,331011,Firstline supervisors of correctional officers,2018,55142.77272727273,35430.13327189407,6.0,110.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,331011,Firstline supervisors of correctional officers,2019,59805.86111111111,33949.18109633569,10.0,144.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,331011,Firstline supervisors of correctional officers,2020,58532.53299492386,25326.635106518104,9.0,197.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,331011,Firstline supervisors of correctional officers,2021,60844.72251308901,28365.029470464437,9.0,191.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,331011,Firstline supervisors of correctional officers,2022,65697.89583333333,30474.891077398977,9.0,192.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,331011,Firstline supervisors of correctional officers,2023,69453.17204301075,28033.93621102621,10.0,186.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,331012,Firstline supervisors of police & detectives,2014,59985.21640091116,33589.435847949935,29.0,439.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,331012,Firstline supervisors of police & detectives,2015,53922.827893175076,38825.01124013738,24.0,337.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,331012,Firstline supervisors of police & detectives,2016,64073.90234375,38980.48284293867,20.0,256.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,331012,Firstline supervisors of police & detectives,2017,69048.40329218107,22544.294712494982,23.0,486.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,331012,Firstline supervisors of police & detectives,2018,72758.93260473588,20221.029263992896,25.0,549.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,331012,Firstline supervisors of police & detectives,2019,67926.79937791602,18537.451781364343,24.0,643.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,331012,Firstline supervisors of police & detectives,2020,70893.57249626308,19071.284136534796,23.0,669.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,331012,Firstline supervisors of police & detectives,2021,71370.7389312977,22312.657275824564,25.0,655.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,331012,Firstline supervisors of police & detectives,2022,74299.45893719807,36394.49839636215,19.0,414.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,331012,Firstline supervisors of police & detectives,2023,80825.50492610838,44581.3024424523,20.0,406.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,331021,Firstline supervisors of fire fighting & prevention workers,2014,65520.18421052631,25205.81802365214,8.0,228.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,331021,Firstline supervisors of fire fighting & prevention workers,2015,73525.28181818181,27265.622762502495,8.0,220.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,331021,Firstline supervisors of fire fighting & prevention workers,2016,75989.88823529411,35498.302287519364,7.0,170.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,331021,Firstline supervisors of fire fighting & prevention workers,2017,69975.84146341463,45435.26536036285,9.0,246.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,331021,Firstline supervisors of fire fighting & prevention workers,2018,76263.60777385159,39671.45957651033,12.0,283.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,331021,Firstline supervisors of fire fighting & prevention workers,2019,78710.06227106227,39091.413837871514,11.0,273.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,331021,Firstline supervisors of fire fighting & prevention workers,2020,74687.16587677725,46391.68825488181,9.0,211.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,331021,Firstline supervisors of fire fighting & prevention workers,2021,77803.55430711611,38540.42914120978,13.0,267.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,331021,Firstline supervisors of fire fighting & prevention workers,2022,88648.13574660633,30423.48057066573,13.0,221.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,331021,Firstline supervisors of fire fighting & prevention workers,2023,92559.51984126984,27567.427663109174,11.0,252.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,331090,"Miscellaneous first-line supervisors, protective service workers",2018,51401.94244604316,74907.73675844229,7.0,139.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,331090,"Miscellaneous first-line supervisors, protective service workers",2019,45065.48,96811.18497742494,5.0,100.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,331090,"Miscellaneous first-line supervisors, protective service workers",2020,48492.15789473684,127560.63342563482,3.0,76.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,331090,"Miscellaneous first-line supervisors, protective service workers",2021,27458.543859649122,81776.09160768027,3.0,57.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,331090,"Miscellaneous first-line supervisors, protective service workers",2022,28370.30769230769,102936.28084907067,3.0,52.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,331090,"Miscellaneous first-line supervisors, protective service workers",2023,48446.02409638554,45089.9704601858,5.0,83.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,331099,"Firstline supervisors of protective service workers, all other",2014,49356.25714285715,35332.9614862447,11.0,210.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,331099,"Firstline supervisors of protective service workers, all other",2015,47554.411483253585,37182.559945104746,12.0,209.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,331099,"Firstline supervisors of protective service workers, all other",2016,56310.089005235604,51236.800915828375,11.0,191.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,331099,"Firstline supervisors of protective service workers, all other",2017,62544.45070422535,59006.212093213515,8.0,142.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,332011,Firefighters,2014,46246.04654011023,11610.588890822162,69.0,1633.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,332011,Firefighters,2015,46648.75041969782,11631.048497016815,69.0,1787.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,332011,Firefighters,2016,46417.72923976608,11896.980957688236,65.0,1710.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,332011,Firefighters,2017,45997.909547738695,14362.832281401872,57.0,1592.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,332011,Firefighters,2018,54506.46338302009,24007.587864756395,52.0,1543.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,332011,Firefighters,2019,70709.9674315322,45360.99721300944,58.0,1351.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,332011,Firefighters,2020,72853.69264339152,39484.11948586052,56.0,1604.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,332011,Firefighters,2021,74037.47055176689,42549.30440940487,62.0,1613.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,332011,Firefighters,2022,78347.17867603984,43557.854465474986,71.0,1707.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,332011,Firefighters,2023,77237.02521929824,38932.36031084892,75.0,1824.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,332020,Fire inspectors,2014,43762.92307692308,359.8935570410311,2.0,26.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,332020,Fire inspectors,2015,68857.71428571429,37899.53242252115,2.0,35.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,332020,Fire inspectors,2016,52253.679487179485,49594.00125144283,5.0,78.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,332020,Fire inspectors,2017,54119.38812785388,30371.80196691714,10.0,219.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,332020,Fire inspectors,2018,55635.55648535565,28699.838656882563,12.0,239.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,332020,Fire inspectors,2019,57651.52479338843,28280.34348545409,13.0,242.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,332020,Fire inspectors,2020,56113.03083700441,27790.299196556713,14.0,227.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,332020,Fire inspectors,2021,60007.35532994924,32265.784614956592,14.0,197.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,332020,Fire inspectors,2022,60854.079365079364,52496.02922375896,9.0,63.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,332020,Fire inspectors,2023,67858.25882352941,49116.38274368471,10.0,85.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,333010,"Bailiffs, correctional officers, & jailers",2014,41501.17175301632,12555.443830210845,66.0,1409.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,333010,"Bailiffs, correctional officers, & jailers",2015,43919.92997438087,12977.669783546116,58.0,1171.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,333010,"Bailiffs, correctional officers, & jailers",2016,45441.99829351536,11658.674038196656,56.0,1172.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,333010,"Bailiffs, correctional officers, & jailers",2017,45444.600778210115,11398.25514184108,59.0,1285.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,333011,Bailiffs,2018,37479.48648648649,64699.99922816373,5.0,74.0
