Major Occupation Group ID,Major Occupation Group,Minor Occupation Group ID,Minor Occupation Group,Broad Occupation ID,Broad Occupation,Detailed Occupation ID,Detailed Occupation,Year,Average Wage,Average Wage Appx MOE,Record Count,Total Population
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,111021,General & operations managers,2014,75722.0829648347,21329.58585350113,190.0,4749.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,111021,General & operations managers,2015,75290.24659312135,21265.41850878493,188.0,4623.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,111021,General & operations managers,2016,74668.91190792386,22778.20842057363,177.0,4518.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,111021,General & operations managers,2017,74828.05612360827,22477.755529458747,171.0,4401.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,111021,General & operations managers,2018,72178.12150806269,17818.92716561717,173.0,4403.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,111021,General & operations managers,2019,69453.53155080214,20737.710858312083,162.0,3740.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,111021,General & operations managers,2020,69315.74647887323,18637.07787512205,171.0,4331.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,111021,General & operations managers,2021,74614.01934146903,19352.95765868758,183.0,4343.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,111021,General & operations managers,2022,84647.63156766031,20578.645804550884,198.0,4663.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,111021,General & operations managers,2023,90898.35267396242,24041.700115983927,211.0,4843.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,1110XX,Chief executives & legislators,2014,106535.1877152698,31274.42114973249,219.0,5226.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,1110XX,Chief executives & legislators,2015,98297.92077968527,28009.31716682464,240.0,5592.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,1110XX,Chief executives & legislators,2016,106326.2131147541,29694.71046429002,267.0,6161.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,1110XX,Chief executives & legislators,2017,114841.80766042115,32274.96638232279,269.0,6031.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,1110XX,Chief executives & legislators,2018,115774.2419838888,31322.769497977275,270.0,6331.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,1110XX,Chief executives & legislators,2019,126192.65232304334,33327.29027495836,280.0,6414.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,1110XX,Chief executives & legislators,2020,128742.69003505258,35296.099946678805,278.0,5991.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,1110XX,Chief executives & legislators,2021,139580.2140683125,39180.86444794366,276.0,5914.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,1110XX,Chief executives & legislators,2022,160191.4690325883,44840.16010417337,281.0,5861.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,1110XX,Chief executives & legislators,2023,175330.5186014468,47441.20452824498,288.0,5806.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,112011,Advertising & promotions managers,2014,42862.48854961832,35498.837127449915,3.0,131.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,112011,Advertising & promotions managers,2015,40146.541176470586,30627.862416410895,4.0,170.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,112011,Advertising & promotions managers,2016,51356.349557522124,39344.317884457145,4.0,226.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,112011,Advertising & promotions managers,2017,53671.223076923074,69184.87468376233,3.0,130.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,112011,Advertising & promotions managers,2018,54151.77443609023,67351.9798547997,4.0,133.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,112011,Advertising & promotions managers,2019,69749.21649484536,64316.65323770417,3.0,97.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,112011,Advertising & promotions managers,2020,79562.53086419753,52886.31519702695,2.0,81.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,112011,Advertising & promotions managers,2021,60109.87050359712,22727.699603089153,5.0,139.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,112011,Advertising & promotions managers,2022,62936.86624203822,24281.52334772695,6.0,157.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,112011,Advertising & promotions managers,2023,51374.27002967359,24223.086854088808,7.0,337.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,112020,Marketing & sales managers,2014,73791.34425582313,29695.83679704872,100.0,2533.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,112020,Marketing & sales managers,2015,72248.43703440936,30937.122350921905,103.0,2819.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,112020,Marketing & sales managers,2016,68758.43577981651,30130.352042382878,102.0,2834.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,112020,Marketing & sales managers,2017,78103.81374200067,31046.106798019347,109.0,2969.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,112021,Marketing managers,2018,95852.2775,48292.77963277071,58.0,1600.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,112021,Marketing managers,2019,98140.441089838,53273.92855191858,53.0,1358.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,112021,Marketing managers,2020,96767.63727959698,43505.4511573592,57.0,1588.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,112021,Marketing managers,2021,100114.60975609756,40225.64564693676,59.0,1763.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,112021,Marketing managers,2022,107207.37074657186,41698.21108029571,68.0,1969.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,112021,Marketing managers,2023,99310.74280230327,33442.92716786154,79.0,2084.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,112022,Sales managers,2018,69899.80817610063,43000.78755804288,43.0,1272.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,112022,Sales managers,2019,76855.62528735632,44540.9459727256,47.0,1305.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,112022,Sales managers,2020,82353.9463768116,43353.53863438821,54.0,1380.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,112022,Sales managers,2021,110823.56680400236,67580.19606483904,60.0,1699.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,112022,Sales managers,2022,118179.99602046618,67499.40807858773,64.0,1759.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,112022,Sales managers,2023,120264.398062954,60872.6604809739,72.0,2065.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,112030,Public relations and fundraising managers,2018,60296.52093023256,15405.689288708916,11.0,215.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,112030,Public relations and fundraising managers,2019,65691.75461741425,21466.003080346978,16.0,379.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,112030,Public relations and fundraising managers,2020,68789.81530343008,27057.53523469674,18.0,379.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,112030,Public relations and fundraising managers,2021,66190.22469982847,25157.026093189565,25.0,583.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,112030,Public relations and fundraising managers,2022,81594.31759656653,38782.22656116821,35.0,932.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,112030,Public relations and fundraising managers,2023,88854.71471471472,42697.65053417812,37.0,999.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,112031,Public relations & fundraising managers,2014,55485.43722943723,22577.295746479154,10.0,231.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,112031,Public relations & fundraising managers,2015,54709.85496183206,22828.63805347979,7.0,131.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,112031,Public relations & fundraising managers,2016,57613.77215189873,18928.169281608356,8.0,158.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,112031,Public relations & fundraising managers,2017,59769.86516853933,17643.428814065242,8.0,178.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113011,Administrative services managers (Legacy),2014,51311.09931034483,28394.04870481508,33.0,725.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113011,Administrative services managers (Legacy),2015,43867.367583212734,23354.441823328107,34.0,691.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113011,Administrative services managers (Legacy),2016,46282.78678678679,28877.415599441483,32.0,666.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113011,Administrative services managers (Legacy),2017,52824.55674102813,34416.86412094597,41.0,1031.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113012,Administrative services managers,2018,57203.82208588957,28326.90437417165,8.0,163.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113012,Administrative services managers,2019,53608.2,28200.32772115373,9.0,205.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113012,Administrative services managers,2020,49048.523255813954,41176.61104469422,8.0,172.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113012,Administrative services managers,2021,51158.38888888889,38584.641351699196,9.0,198.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113012,Administrative services managers,2022,43689.984615384616,41444.17039931753,5.0,130.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113012,Administrative services managers,2023,47769.09333333333,25652.960433026397,9.0,225.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113013,Facilities managers,2018,54991.867549668874,36347.34769481015,35.0,1057.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113013,Facilities managers,2019,58575.7974137931,40111.976322268885,33.0,928.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113013,Facilities managers,2020,59060.06601941748,37999.65642793755,38.0,1030.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113013,Facilities managers,2021,59839.67231638418,37065.504324449816,39.0,1062.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113013,Facilities managers,2022,59800.01680672269,23508.347884974544,34.0,833.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113013,Facilities managers,2023,67249.0505050505,22700.807379593978,39.0,693.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113021,Computer & information systems managers,2014,87069.27407932011,42647.65140787253,67.0,1412.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113021,Computer & information systems managers,2015,82965.6513994911,35697.89210824187,71.0,1572.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113021,Computer & information systems managers,2016,80442.2460789616,32274.758863232124,85.0,1849.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113021,Computer & information systems managers,2017,78950.66811414392,24935.443199136724,73.0,1612.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113021,Computer & information systems managers,2018,83799.01364829396,23367.843052187673,81.0,1905.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113021,Computer & information systems managers,2019,90458.90704225352,25711.556433541307,92.0,2130.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113021,Computer & information systems managers,2020,87100.61334473909,23558.57934328999,99.0,2338.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113021,Computer & information systems managers,2021,94797.45539906103,26596.648871899455,90.0,2130.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113021,Computer & information systems managers,2022,100604.609354699,27919.290125669548,103.0,2309.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113021,Computer & information systems managers,2023,110293.85436033644,32548.914644822504,104.0,2259.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113031,Financial managers,2014,75822.90307387209,27265.149029731154,201.0,4034.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113031,Financial managers,2015,76656.34641909815,28198.728760173384,189.0,3770.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113031,Financial managers,2016,77653.79954180986,28642.318198898407,167.0,3492.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113031,Financial managers,2017,78002.20785036881,27671.98354406365,175.0,3796.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113031,Financial managers,2018,79673.30848272846,26066.498040567192,194.0,4574.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113031,Financial managers,2019,81577.2519459238,23855.2413233414,207.0,4882.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113031,Financial managers,2020,80434.09461732548,23421.569310731407,204.0,4756.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113031,Financial managers,2021,81197.87591240875,21157.12657447788,219.0,5069.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113031,Financial managers,2022,83189.98964249916,18061.49143106378,249.0,5986.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113031,Financial managers,2023,88184.90512868683,19702.245411480613,239.0,5323.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113051,Industrial production managers,2014,66693.52136006975,33221.353494244926,57.0,1147.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113051,Industrial production managers,2015,73056.55014895729,38541.62567527735,52.0,1007.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113051,Industrial production managers,2016,79909.36299765809,34227.850194009254,45.0,854.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113051,Industrial production managers,2017,87115.85459533607,36579.43028653602,36.0,729.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113051,Industrial production managers,2018,89917.11901504788,54656.9185740355,37.0,731.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113051,Industrial production managers,2019,95756.27194244604,60515.75133261266,36.0,695.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113051,Industrial production managers,2020,100514.2481296758,64742.75564251963,41.0,802.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113051,Industrial production managers,2021,104102.97727272728,70712.27691394075,36.0,792.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113051,Industrial production managers,2022,107458.37014925374,63116.46413275129,44.0,1005.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113051,Industrial production managers,2023,115300.75257731958,48829.662287921106,48.0,1067.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113061,Purchasing managers,2014,71660.26996197719,62290.58348124097,23.0,526.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113061,Purchasing managers,2015,75308.70936639118,44400.48582948372,29.0,726.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113061,Purchasing managers,2016,72993.25414364641,39150.28059500071,34.0,905.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113061,Purchasing managers,2017,69274.82734530939,36650.80011578141,40.0,1002.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113061,Purchasing managers,2018,73460.00407331975,37849.11786880558,40.0,982.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113061,Purchasing managers,2019,68958.9815418024,22288.18764036754,40.0,921.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113061,Purchasing managers,2020,65491.132467532465,25221.97439482128,34.0,770.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113061,Purchasing managers,2021,68966.97176079734,25285.658411643388,29.0,602.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113061,Purchasing managers,2022,84817.40086206897,38722.44023455611,23.0,464.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113061,Purchasing managers,2023,80650.43111111112,41426.439616780655,23.0,450.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113071,"Transportation, storage, & distribution managers",2014,49586.17852834741,23326.12291664658,34.0,829.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113071,"Transportation, storage, & distribution managers",2015,51609.64158829676,17852.11546888509,35.0,957.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113071,"Transportation, storage, & distribution managers",2016,55963.37025641026,16423.879930735427,34.0,975.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113071,"Transportation, storage, & distribution managers",2017,63348.13333333333,27961.88861416566,26.0,855.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113071,"Transportation, storage, & distribution managers",2018,63077.06024096385,26355.34083808464,28.0,913.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113071,"Transportation, storage, & distribution managers",2019,62050.44055068836,29615.53774687224,26.0,799.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113071,"Transportation, storage, & distribution managers",2020,66374.41025641025,41595.91546579347,24.0,585.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113071,"Transportation, storage, & distribution managers",2021,68279.84452975048,49874.28322212159,24.0,521.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113071,"Transportation, storage, & distribution managers",2022,65388.45417515275,33710.43100395491,28.0,491.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113071,"Transportation, storage, & distribution managers",2023,71676.90346274921,25764.61139197076,39.0,953.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113111,Compensation & benefits managers,2014,80674.0,,1.0,24.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113111,Compensation & benefits managers,2015,84472.19718309859,48574.69355124187,3.0,71.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113111,Compensation & benefits managers,2016,67679.66896551724,45097.68669569845,5.0,145.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113111,Compensation & benefits managers,2017,68933.11724137931,46131.65548558538,5.0,145.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113111,Compensation & benefits managers,2018,71273.88780487805,41566.5466795617,7.0,205.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113111,Compensation & benefits managers,2019,62155.196,40363.04009949346,10.0,250.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113111,Compensation & benefits managers,2020,56589.4140969163,31393.64343256294,12.0,227.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113111,Compensation & benefits managers,2021,59449.746666666666,47034.10528440273,10.0,150.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113111,Compensation & benefits managers,2022,65394.15646258504,50955.7430165049,10.0,147.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113111,Compensation & benefits managers,2023,62746.317307692305,48201.10094260691,8.0,104.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113121,Human resources managers,2014,62875.24137931035,26847.172478633292,65.0,1566.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113121,Human resources managers,2015,63394.7857683573,30844.68487585588,61.0,1321.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113121,Human resources managers,2016,78537.59762071379,49150.534751450774,63.0,1429.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113121,Human resources managers,2017,80740.86741424802,46937.890568832474,66.0,1516.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113121,Human resources managers,2018,90132.63023952096,55286.47584543618,60.0,1336.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113121,Human resources managers,2019,100302.05247813411,55169.43527818177,57.0,1372.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113121,Human resources managers,2020,103384.99198075381,61253.93141347964,51.0,1247.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113121,Human resources managers,2021,108621.51046025104,75861.46773307186,41.0,956.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113121,Human resources managers,2022,122890.72716346153,95992.45620699598,39.0,832.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113121,Human resources managers,2023,124704.12955465587,81182.70461259737,39.0,988.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113131,Training & development managers,2014,55164.50943396227,73013.12849815146,4.0,53.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113131,Training & development managers,2015,59872.47692307692,64316.80798460091,5.0,65.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113131,Training & development managers,2016,51216.86394557823,43510.615109387276,8.0,147.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113131,Training & development managers,2017,51867.641975308645,38834.70041366442,8.0,162.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113131,Training & development managers,2018,59536.39115646258,45179.886344429324,12.0,294.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113131,Training & development managers,2019,63144.223938223935,50776.884381341166,11.0,259.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113131,Training & development managers,2020,63694.48148148148,54054.20602725299,11.0,243.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113131,Training & development managers,2021,75639.83846153846,90675.46382727117,6.0,130.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113131,Training & development managers,2022,84646.95588235294,73585.86735608448,9.0,204.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113131,Training & development managers,2023,92591.09,90704.38358466215,5.0,100.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,119013,"Farmers, ranchers, & other agricultural managers",2014,31578.50718512257,16724.36312496405,87.0,1183.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,119013,"Farmers, ranchers, & other agricultural managers",2015,34177.74513618677,29386.662278856456,81.0,1028.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,119013,"Farmers, ranchers, & other agricultural managers",2016,33713.69155555555,25964.3798814285,83.0,1125.0
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,119013,"Farmers, ranchers, & other agricultural managers",2017,42354.10394610202,50376.16220791687,78.0,1039.0
